CADDID,PlaceID,FacilityName,Latitude,Longitude,StreetAddress,City,County,ZipCode,RegionalWaterBoard
11662,244215,Decade Dairy,36.2493,-119.5012,3313 AVENUE 256,TULARE,Tulare,93274,5F
10665,244311,Nicholson Dairy,40.5674,-124.1953,4431 Grizzly Bluff Road,Ferndale,Humboldt,95536,1
10666,244312,Holstein Farms Dairy,36.1068,-119.4687,4625 Avenue 176,Tulare,Tulare,93274,5F
10667,244330,Van Steyn Dairy No. 2,38.283,-121.3504,13039 Pellandini Road,Galt,Sacramento,95632,5S
10668,244404,White Gold Dairy,36.0648,-119.164,18357 Avenue 152,Porterville,Tulare,93257,5F
10669,244600,Northview Heifer Ranch,33.9971,-117.57,10785 Edison Avenue,Ontario,San Bernardino,91761,8
10670,244692,Nosecchi Dairy,38.2616,-122.7238,5345 Bodega,Petaluma,Sonoma,94952,2
10671,244745,Nunes & Sons Dairy,36.2549,-119.338,690 East Oakdale Avenue,Tulare,Tulare,93274,5F
10672,244747,Nunes Bros. Dairy,36.1599,-119.2956,20439 Road 124,Tulare,Tulare,93274,5F
10673,244964,De Vries Dairy #3,35.6891,-119.27,30586 Elmo Highway,Mcfarland,Kern,93250,5F
10674,245428,Northstar Dairy,36.0185,-119.2487,12718 Road 144,Tipton,Tulare,93272,5F
10675,245509,O & L Dairy,37.0425,-120.9006,22678 Pioneer Rd,Los Banos,Merced,93635,5S
10676,245510,F & J Delano #2 Dairy,35.6825,-119.2682,12876 Hiett Avenue,Mcfarland,Kern,93250,5F
10677,245591,Oakview Dairy,36.2101,-119.4232,6775 AVENUE 232,Tulare,Tulare,93274,5F
10678,245632,Oasis Holsteins Dairy,35.4946,-119.3521,18041 Palm Avenue,Shafter,Kern,93263,5F
10679,245770,Ocean View Farms Dairy,38.5076,-122.8459,3975 Mark West Station Road,Windsor,Sonoma,95492,1
10680,245823,Lakeview Dairy,33.8418,-117.0904,32920 Ramona Expressway,Nuevo,Riverside,92567,8
10681,245952,Georgeson Dairy,36.3497,-119.8865,8519 24th Avenue,Lemoore,Kings,93245,5F
10682,246400,Brodt Dairy East,40.6012,-124.2496,439 Fulmor Road,Ferndale,Humboldt,95536,1
10683,246951,P & D Dairy - Merrill,33.9832,-117.6098,8919 Merrill Avenue,Chino,San Bernardino,91710,8
10684,246963,P & M Dairy,36.0779,-119.3603,9535 Avenue 160,Tipton,Tulare,93272,5F
10685,247026,Avila Family Dairy,37.0178,-120.2981,13644 Avenue 18 1/2,Chowchilla,Madera,93610,5F
10686,247111,Pacheco & Fagundes Dairy,36.2137,-119.1715,23260 Road 180,Lindsay,Tulare,93247,5F
10687,247113,KB Dairy,37.6927,-120.8939,3701 Langworth Road,Modesto,Stanislaus,95357,5S
10688,247114,Pacheco and Associates II Dairy,36.2563,-119.4451,5730 Avenue 256,Tulare,Tulare,93274,5F
10689,247115,Tony Cox Dairy #2,36.289,-119.418,27596 Road 68,Visalia,Tulare,93277,5F
10690,247116,Pacheco Dairy,36.7513,-120.1403,1108 North Plumas Avenue,Kerman,Fresno,93630,5F
11806,247171,P&P Cattle Inc.,36.2001,-119.7467,18644  16th Avenue,Stratford,Kings,93266,5F
10691,247397,Bear 5 Feedlot,35.2075,-119.1394,11983 Bear Mountain Boulevard,Bakersfield,Kern,93311,5F
10692,247398,Trilogy Dairy,35.2065,-119.1962,17661 Bear Mountain Boulevard,Bakersfield,Kern,93313,5F
10693,247414,Franco & Sons Dairy #2,36.206,-119.5141,22901 Road 28,Tulare,Tulare,93274,5F
10694,247758,Pastime Lakes Dairy,33.8406,-117.0649,34240 Ramona Expressway,Lakeview,Riverside,92567,8
10695,247787,Paul Floriano Dairy,37.3563,-120.556,3843 Bradshaw Road,Atwater,Merced,95301,5S
10696,247791,Tiva Dairy,33.9976,-117.6392,7587 Edison Avenue,Ontario,San Bernardino,91762,8
10697,247808,former Paulo Holsteins Dairy (Feedlot),36.2835,-119.6039,8161 Iona Avenue,Hanford,Kings,93230,5F
10698,247810,David & Sam Wallace,37.027,-120.8037,17994 Terceira Road,Los Banos,Merced,93635,5S
10699,247893,"Peder Hoy Dairy, Inc.",37.6235,-121.1037,6000 California Avenue,Modesto,Stanislaus,95358,5S
10700,247915,Gary Pellandini Dairy,38.2827,-121.3542,13020 Pellandini Road,Galt,Sacramento,95632,5S
10701,248014,Steve Pereira Dairy,36.3294,-119.4447,5780 Avenue 296,Visalia,Tulare,93291,5F
11807,248018,King Avenue Feedlot,36.203,-119.7975,18741  19th Avenue,Stratford,Kings,93266,5F
10702,248091,GH Dairy - Hemet,33.7718,-117.0176,1455 North Cawston,Hemet,Riverside,92545,8
10703,248095,"Nissen Dairy, Inc.",37.8067,-121.018,17263 Brennan Road,Escalon,San Joaquin,95320,5S
10704,248097,DS Farms LP,37.8291,-121.009,24537 East Lone Tree Road,Escalon,San Joaquin,95320,5S
10705,248099,Pete Vander Poel Dairy,36.1439,-119.2612,19493 Road 140,Tulare,Tulare,93274,5F
10706,248111,"Nicholas Calf Ranch, LLC",37.4503,-120.532,10916 North Amsterdam Road,Winton,Merced,95388,5S
10707,248130,Petersen Ranch,40.666,-124.2516,1975 Copenhagen Road,Loleta,Humboldt,95551,1
10708,248143,Petrissans Dairy,35.2076,-119.0579,5111 Bear Mountain Boulevard,Bakersfield,Kern,93313,5F
10709,248158,G H Dairy #6,34.0049,-117.632,7938 Schaefer Avenue,Ontario,San Bernardino,91761,8
10710,248271,"Philip Verwey Dairy, Inc.",36.937,-120.3826,12852 Road 9,Madera,Madera,93637,5F
11866,248279,Phillips Cattle Company,32.7191,-115.6026,910  Nichols Road,El Centro,Imperial,92243,7
10711,248408,Pimentel Dairy,38.3504,-121.4456,11391 Franklin Boulevard,Elk Grove,Sacramento,95757,5S
10712,248516,"Joe C. Pires, Jr., Dairy",36.0658,-119.2635,13806 Ave 152,Tipton,Tulare,93272,5F
10713,248517,Pires Dairy,36.0675,-119.2703,13464 Ave 152,Tipton,Tulare,93272,5F
10714,248711,Ghidinelli Dairy,40.5764,-124.1893,992 Pleasant Point Road,Ferndale,Humboldt,95536,1
10715,248712,CR Griffith Dairy,40.5936,-124.1927,2025 Christensen Lane,Ferndale,Humboldt,95536,1
10716,248811,Poldervaart Dairy,39.8184,-122.1343,24155 Post Road,Orland (Capay),Tehama,95607,5R
10717,248856,Four J Jerseys Dairy #2,36.0817,-119.4086,7480 Avenue 160,Tipton,Tulare,93272,5F
10718,248948,Poso Creek Family Dairy,35.6633,-119.51,13437 Gun Club Road,Wasco,Kern,93280,5F
10719,248982,Willem Postma Dairy #1,37.6913,-120.9211,3700 Claus Road,Modesto,Stanislaus,95357,5S
10720,249214,Prins Dairy,37.6819,-120.8847,6001 Milnes Road,Modesto,Stanislaus,95357,5S
10721,250134,Nunes & Sons Dairy #2,36.2446,-119.3318,3451 North Hillman Street,Tulare,Tulare,93274,5F
10722,250402,"J & Y Jimenez Dairy, Inc.",37.0121,-120.3544,18177 Road 10 1/2,Chowchilla,Madera,93610,5F
10723,251147,Quality Dairy,33.9476,-117.6225,8342 Chino Corona Road,Chino,San Bernardino,91710,8
10724,251327,Legacy Ranch Dairy #1,36.0063,-119.3947,11941 Road 80,Tipton,Tulare,93272,5F
10725,251349,Mellema Calf Ranch,36.3752,-119.3677,32210 Road 92,Visalia,Tulare,93291,5F
10726,251358,Skyline Dairy,36.1414,-119.218,15992 Avenue 192 Avenue,Tulare,Tulare,93274,5F
10727,251363,El Dorado Dairy Heifer Ranch,34.0117,-117.6298,8007 Chino Avenue,Ontario,San Bernardino,91761,8
10728,251441,PH Ranch Inc.,37.4471,-120.5992,6335 West Oakdale Road,Winton,Merced,95388,5S
10729,251581,Ramona Dairy,33.8235,-117.0155,2451 Ramona Expressway,San Jacinto,Riverside,92582,8
10730,251589,A & M Azevedo Dairy,37.5495,-121.0895,5454 West Keyes Road,Modesto,Stanislaus,95358,5S
10731,251728,Rancho Teresita Dairy,36.1844,-119.2277,21744 Road 152,Tulare,Tulare,93274,5F
10732,251760,Raphael Pacheco Dairy,37.0912,-120.9055,22884 West Ingomar Grade Road,Los Banos,Merced,93635,5S
10733,251780,Fire Lakes Jerseys,37.4493,-120.9777,11301 West Bradbury Road,Turlock,Stanislaus,95380,5S
11692,251790,Raul Zermeno Dairy,37.7834,-120.9044,10001  Sawyer Avenue,Oakdale,Stanislaus,95361,5S
10734,251812,Ray-Lin Dairy,37.5452,-120.753,5712 North Hickman Road,Denair,Stanislaus,95316,5S
10735,251831,Mendes & Toste Dairy,36.3586,-119.8789,23568 Fargo Avenue,Lemoore,Kings,93245,5F
10736,251856,TRI-J Dairy,36.0041,-119.3589,11951 Road 96,Pixley,Tulare,93256,5F
11862,251888,Reata Cattle Feeders,32.9164,-115.366,2001 Keystone Road,Brawley,Imperial,92227,7
10737,252137,Red Rose Dairy,36.444,-119.3737,8950 Avenue 360,Visalia,Tulare,93291,5F
10738,252400,Renner Ranches - Fortuna (Alton),40.5266,-124.1539,56140 Highway 101,Fortuna,Humboldt,95540,1
10739,252401,Renner Ranches - Loleta,40.6394,-124.25,1246 Cannibal Island Road,Loleta,Humboldt,95551,1
10740,252580,Ribeiro Dairy,36.1157,-119.2887,17983 Road 128,Tulare,Tulare,93274,5F
10741,252605,Richard Simas Dairy,36.3677,-119.7756,17571 Flint Avenue,Hanford,Kings,93230,5F
10742,252607,Richard Westra Dairy,36.2539,-119.4843,4070 Avenue 256,Tulare,Tulare,93274,5F
10743,252627,Richmar Farms Dairy,35.2215,-118.9899,1129 East Shafter Road,Bakersfield,Kern,93307,5F
10744,252667,Rick Jones Farms,37.3095,-120.833,1511 Van Clief Road,Stevinson,Merced,95374,5S
10745,252738,Rio Blanco Dairy,36.1356,-119.458,5041 Avenue 192,Tulare,Tulare,93274,5F
10746,252833,River Ranch Dairy,36.2531,-119.568,6155 Jackson Avenue,Hanford,Kings,93230,5F
10747,252867,Riverbend Dairy,36.1667,-119.2799,20799 Road 132,Tulare,Tulare,93274,5F
10748,252902,Top O' The Morn Farms,36.1035,-119.2666,17324 Road 136,Tulare,Tulare,93274,5F
10749,253022,Robert Giacomini Dairy Inc.,38.105,-122.8249,14700 State Route 1,Point Reyes Station,Marin,94956,2
10750,253036,Vitor Borba Heifers/J & A Dairy,36.366,-119.583,7410 7th Avenue,Hanford,Kings,93230,5F
10751,253082,Robinson Calf Ranch - 8325 Schaefer,34.0049,-117.6229,8325 Schaefer Avenue,Ontario,San Bernardino,91761,8
10752,253105,Rocha Dairy,40.6069,-124.2726,3423 Goble Lane,Ferndale,Humboldt,95536,1
10753,253108,TH Mello & Sons Dairy #1,38.2526,-121.3531,9390 Harvey Road,Galt,Sacramento,95623,5S
10754,253146,Rocking S Dairy #2,37.7302,-121.0381,2330 Ladd Road,Modesto,Stanislaus,95356,5S
10755,253147,Rocking S Dairy #1,37.7345,-121.0569,3301 Ladd Road,Modesto,Stanislaus,95356,5S
10756,253162,Rocky Road Dairies #1,36.4562,-119.3816,8581 Avenue 368,Dinuba,Tulare,93618,5F
10757,253179,B. V. Dairy,35.2122,-119.2124,18904 Bear Mountain Boulevard,Bakersfield,Kern,93311,5F
10758,253187,Mel-Tina Dairy,36.4314,-119.8297,1748 West Mt. Whitney Avenue,Riverdale,Fresno,93656,5F
10759,253193,Milk Flow Dairy,36.1613,-119.7651,17250 Medford Avenue,Stratford,Kings,93266,5F
10760,253515,"Ruann Dairy, LLC",36.474,-119.9274,7285 West Davis Avenue,Riverdale,Fresno,93656,5F
11870,253541,Ruegger & Ruegger Feedlot,33.0519,-115.5874,604 Bannister Road,Westmorland,Imperial,92281,7
10761,253649,Rynsburger Dairy,36.1331,-119.1555,18701 Avenue 192,Strathmore,Tulare,93267,5F
10762,253921,Red Top Jerseys,37.062,-120.4535,21463 Road 4,Chowchilla,Madera,93610,5F
10763,254364,McMoo Farms Dairy,35.2474,-119.1329,11663 Buena Vista Road,Bakersfield,Kern,93311,5F
10764,254469,LaSalle Dairy,36.8598,-120.35,10663 7 1/2 Avenue,Firebaugh,Madera,93622,5F
10765,254590,Michael McRee South Dairy,37.0106,-120.3414,11304 Avenue 18,Chowchilla,Madera,93610,5F
10766,254802,Cross A Dairy,37.6981,-120.868,4125 Bentley Road,Oakdale,Stanislaus,95361,5S
10767,254824,S & S Dairy,36.2815,-119.454,5311 Ave 272,Visalia,Tulare,93277,5F
10768,254833,Stuyt Dairy,37.8566,-121.0443,22094 Mariposa Road,Escalon,San Joaquin,95320,5S
10769,255143,OK Cattle LLC,33.9975,-117.6467,7330 Edison Avenue,Ontario,San Bernardino,91762,8
10770,255761,Desperado Dairy,38.2647,-121.2493,11601 Simmerhorn Road,Galt,Sacramento,95632,5S
10771,255798,Legacy Ranches #2,35.9652,-119.3801,8660 Avenue 96,Pixley,Tulare,93256,5F
10772,255830,SBS Ag Dairy,36.1586,-119.4125,7123 Avenue 204,Tulare,Tulare,93274,5F
11872,255856,SCF - Fairline Yard,33.1914,-115.484,612  Simpson Rd,Calipatria,Imperial,92233,7
11875,255857,SCF - Hannon Yard,33.0482,-115.5107,649 Rutherford Road,Brawley,Imperial,92227,7
11873,255858,SCF - Kershaw Yard,33.0868,-115.5123,5455  Kershaw Road,Brawley,Imperial,92227,7
11874,255859,SCF- Main Yard,33.093,-115.5146,6050  Hwy 111,Calipatria,Imperial,92233,7
11876,255860,SCF - Beef Eaters Yard,33.03,-115.4832,Dietrich Road,Brawley,Imperial,92227,7
11879,255861,SCF- Hacienda,32.9125,-115.5786,505 West Keystone Road,Brawley,Imperial,92227,7
10773,255880,Schaffner Dairy,32.8531,-115.4234,2805 Casey Rd,Holtville,Imperial,92250,7
10774,255887,Scheenstra Dairy,36.0941,-119.3467,16800 Road 96 Road,Tipton,Tulare,93272,5F
10775,255909,Avis Dairy #2,38.3293,-121.4704,2909 Korn Road,Elk Grove,Sacramento,95757,5S
10776,256142,"Kiss Cattle, LLC",36.6971,-119.9353,2585 South Chateau-Fresno,Fresno,Fresno,93706,5F
10777,256200,Sid De Boer Dairy,36.4216,-119.7613,21622 Cedar St,Laton,Fresno,93242,5F
10778,256232,Seifert Dairy Farm,38.2185,-121.2146,8505 East Collier Road,Acampo,San Joaquin,95220,5S
10779,256332,M R Dairy,37.0254,-120.2531,18899 Road 16,Chowchilla,Madera,93610,5F
10780,256669,Shein Ranch,36.9381,-120.2956,13668 Avenue 13,Madera,Madera,93637,5F
10781,256818,Shirk Dairy,36.3052,-119.3636,2820 South Shirk Road,Visalia,Tulare,93277,5F
10782,256862,Marvo Holsteins #2,33.8365,-117.0508,34860 Ramona Expressway,San Jacinto,Riverside,92582,8
10783,256909,Hilarides Dairy,36.2278,-119.158,24163 ROAD 188,Lindsay,Tulare,93221,5F
10784,256993,Sierra View Dairy,36.1983,-119.2739,13376 Avenue 224,Tulare,Tulare,93274,5F
10785,256996,William Koot Dairy - Holland,33.6661,-117.0992,32309 Holland Road,Winchester,Riverside,92596,8
10786,256997,John Jongsma Dairy/William John Jongsma Dairy #2,36.1402,-119.227,15434 Avenue 192,Tulare,Tulare,93274,5F
10787,257068,Silva Brothers Dairy,38.1925,-121.1587,12997 East Peltier Road,Acampo,San Joaquin,95220,5S
10788,257071,Jesse P. Silva Dairy,36.445,-119.7359,3451 East Harlan Avenue,Laton,Fresno,93242,5F
10789,257090,Silveira Dairy,37.6898,-120.848,3524 Albers Road,Modesto,Stanislaus,95357,5S
10790,257091,Clarence Dutra Dairy,36.3719,-119.6348,9887 Flint Avenue,Hanford,Kings,93230,5F
10791,257092,Silveira Holsteins,37.4265,-120.9103,23356 Short Avenue,Hilmar,Merced,95324,5S
10792,257113,M Bar 9 Dairy,36.0783,-119.3857,8083 Avenue 160,Tipton,Tulare,93272,5F
10793,257146,Creekside Farms,39.6933,-122.2197,6259 County Rd 25,Orland,Glenn,95963,5S
10794,257169,Simoes Ribeiro Dairy,36.2392,-119.2476,14537 Avenue 248,Tulare,Tulare,93274,5F
11723,257172,Martins View Heifer Ranch,37.2622,-121.0175,29120 Fentem Road,Gustine,Merced,95322,5S
10795,257174,Simoes Dairy - Riverside,34.0193,-117.6166,8625 East Riverside Drive,Ontario,San Bernardino,91761,8
10796,257178,Hakker Dairy,36.2653,-119.6825,12499 Idaho Avenue,Hanford,Kings,93230,5F
11808,257250,Hansen's Heifers,37.0506,-120.3096,20686  Road 13,Chowchilla,Madera,93610,5F
11693,257299,SlLVEIRA RANCH #1,38.03,-122.5338,4579  Redwood Hwy South,San Rafael,Marin,94903,2
10797,257386,Faial Farms Dairy,35.2297,-119.0559,13714 Stine Road,Bakersfield,Kern,93714,5F
10798,257389,Syann Dairy - 14901 River Rd,33.93261019,-117.6076027,14901 River Road,Corona,Riverside,92880,8
10799,257422,Costa View Dairy North,37.0433,-120.374,9499 Avenue 20,Chowchilla,Madera,93610,5F
11809,257579,Joe Soares Feedlot,36.3038,-119.6015,11560  8th Avenue,Hanford,Kings,93230,5F
10800,257801,Legacy Holsteins,36.0337,-119.4073,13510 Road 72,Tipton,Tulare,93272,5F
10801,257802,Jones Family Organics,38.3068,-122.6528,328 Davis Lane,Penngrove,Sonoma,94951,2
10802,258006,Souza Ranch,37.3826,-121.0053,3842 Villa Manucha,Newman,Stanislaus,95360,5S
10803,258010,Souza Dairy,33.9577,-117.6505,16221 Euclid Avenue,Chino,San Bernardino,91708,8
10804,258012,"Souza's Dairy, Inc.",36.6128,-119.8553,8555 South Valentine Avenue,Fresno,Fresno,93706,5F
10805,258018,Soares Dairy #3/P & E Dairy,36.2499,-119.6368,15336 10th Avenue,Hanford,Kings,93230,5F
10806,258035,Spaletta Dairy,38.041,-122.981,22000 Sir Francis Drake Blvd.,Point Reyes Station,Marin,94956,2
10807,258037,Spaletta Cypress Lane Ranch,38.1531,-122.6912,6701 Red Hill Rd,Petaluma,Sonoma,94952,2
10808,258038,Spaletta Ranch,38.203,-122.6778,837 Chileno Valley,Petaluma,Sonoma,94952,2
10809,258411,A&M Dairy,38.2213,-122.797,5360 Chileno Valley,Petaluma,Marin,94952,2
10810,258480,Pacific Sun Dairy,36.0511,-119.3689,9086 Avenue 144,Tipton,Tulare,93272,5F
10811,258668,Stiefel Dairy,33.6744,-117.089,32750 Holland Road,Winchester,Riverside,92596,9
10812,258773,Sybesma Dairy,36.2835,-119.6846,12615 Iona Avenue,Hanford,Kings,93230,5F
10813,259251,Blakes Landing Farm,38.1836,-122.9076,22188 Hwy 1,Marshall,Marin,94940,2
10814,259280,Struikmans & Son Dairy #1,33.9977,-117.6183,8535 Edison Avenue,Ontario,San Bernardino,91762,8
10815,259308,Chino-Corona Heifers,33.9456,-117.6247,8351 Chino-Corona Road,Corona,San Bernardino,91720,8
10816,259361,Chino Valley Dairy 2,33.9929,-117.6453,14389 Sultana Avenue,Ontario,San Bernardino,91710,8
10817,259435,Sun Valley Dairy,35.7951,-119.2864,255 Road 128,Delano,Tulare,93215,5F
10818,259493,Chino Valley Dairy #1,33.7907,-117.017,2733 Cottonwood Avenue,San Jacinto,Riverside,92582,8
10819,259496,F L Dairy,36.5368,-119.3462,10181 Avenue 412,Dinuba,Tulare,93618,5F
10820,259783,Sweeney Dairy,36.3474,-119.1909,30712 Road 170,Visalia,Tulare,93292,5F
10821,259784,Sweet Haven Dairy,36.5318,-119.973,10101 West Kamm Avenue,Riverdale,Fresno,93656,5F
10822,260551,South Lakes Dairy,35.9668,-119.4446,5595 Avenue 96,Corcoran,Tulare,93212,5F
10823,261519,Solo Dairy,35.7378,-119.4171,11495 Jumper Avenue,Wasco,Kern,93280,5F
11779,262476,Stone Corral,36.4711,-119.2614,37595 140 RD,Yettem,Tulare,93670,5F
10824,262500,Sunset Dairy,36.3172,-119.4234,29049 Road 68,Visalia,Tulare,93277,5F
10825,262722,Panama Ranch Dairy,35.2955,-118.9337,6219 East Panama Lane,Bakersfield,Kern,93307,5F
10826,262731,Five J's Dairy,36.4301,-119.5454,4947 Denver Avenue,Kingsburg,Kings,93631,5F
10827,262735,T & W Farms #2 Dairy,35.2364,-119.0683,5959 Houghton Road,Bakersfield,Kern,93313,5F
10828,262758,T-Bar Dairy,36.059,-119.1974,14815 Road 168,Porterville,Tulare,93257,5F
10829,262768,T.D. Dairy,33.0036,-116.8914,2200-2324 Dye Road,Ramona,San Diego,92065,9
11810,262770,A&M Livestock,36.2974,-119.6014,12051  8th Avenue,Hanford,Kings,93230,5F
10830,262795,Tadema Cattle Co - Archibald,33.9801,-117.5933,15090 Archibald Avenue,Ontario,San Bernardino,91762,8
11880,262890,Tamarack Feedlot,32.6942,-115.4481,1024 Hwy 98,Calexico,Imperial,92231,7
10831,262964,Tavares Farms Family Trust Dairy,37.279,-120.4642,1192 East Gerard Avenue,Merced,Merced,95340,5S
10832,262968,Chileno Valley Jerseys,38.2107,-122.6679,820 Chileno Valley Rd.,Petaluma,Sonoma,94952,2
10833,262999,Westwind Dairy,35.2081,-119.0812,6921 Bear Mountain Boulevard,Bakersfield,Kern,93313,5F
10834,263052,GH Dairy #2,33.9893,-117.6422,7417 Eucalyptus Avenue,Ontario,San Bernardino,91762,8
10835,263066,GH Dairy #5,34.0123,-117.6103,8929 Chino Avenue,Ontario,San Bernardino,91761,8
10836,263082,RELM Dairy,37.7285,-121.2246,6721 East Perrin Road,Manteca,San Joaquin,95337,5S
10837,263088,Diamond B Dairy,37.5146,-120.936,3149 East Tuolumne Road,Ceres,Stanislaus,95307,5S
10838,263157,Temple Creek Dairy,37.8812,-120.9871,26250 Carter Road,Escalon,San Joaquin,95320,5S
10839,263220,Terra Dairy,37.4299,-120.6479,8988 Meadow Dr.,Winton,Merced,95388,5S
10840,263223,Terra Linda Dairy,36.209,-119.4728,4433 Avenue 232,Tulare,Tulare,93274,5F
11811,263224,Bassett Heifer Ranch,36.2153,-119.4815,4125  Avenue 236,Tulare,Tulare,93274,5F
10841,263227,Vitoria Farms Dairy,37.0994,-120.3203,12433 Avenue 24,Chowchilla,Madera,93610,5F
10842,263256,Ontario Ranch Holsteins #2,33.9832,-117.6137,8749 Merrill Avenue,Chino,San Bernardino,91710,8
10843,263588,Thomas Dairy,36.4017,-119.8179,20111 Excelsior Avenue,Riverdale,Kings,93656,5F
10844,264438,Three D Dairy,33.9972,-117.6211,8485 Edison Avenue,Ontario,San Bernardino,91762,8
10845,264484,Tiberio Azevedo Dairy,37.4191,-120.8769,21458 August Avenue,Hilmar,Merced,95324,5S
10846,264496,Tiemersma Dairy,36.3356,-119.4415,29981 Road 60,Visalia,Tulare,93291,5F
10847,264514,Tillema & Vander Meulen Dairy,33.9853,-117.6066,14761 Carpenter Avenue,Ontario,San Bernardino,91762,8
10848,264518,Tim Phillis Dairy,40.6119,-124.2815,448 Camp Weott Road,Ferndale,Humboldt,95536,1
10849,264589,Legend Dairy #2,33.9972,-117.5907,9811 Edison Avenue,Ontario,San Bernardino,91762,8
10850,264610,Excelsior Avenue Feedlot,36.4029,-119.8287,20800 Excelsior Avenue,Riverdale,Fresno,93656,5F
10851,264635,Tollcrest Dairy,39.0561,-121.476,3355 Virginia Road,Wheatland,Yuba,95692,5S
10852,264646,Golden State Dairy,35.9974,-119.3225,11587 Road 112,Pixley,Tulare,93256,5F
10853,264650,Tom Rayl Dairy,40.585,-124.2844,307 Meridian Road,Ferndale,Humboldt,95536,1
10854,264694,"Tony Borba Dairy, Inc.",37.8557,-121.0196,23844 East Dodds Road,Escalon,San Joaquin,95320,5S
10855,264695,Sunshine Dairy (Anthony & Robert Brazil Dairy),36.278,-119.5798,13419 7th Avenue,Hanford,Kings,93230,5F
10856,264698,DeGroot Dairy South,36.3415,-119.5151,3101 Grangeville Boulevard,Hanford,Kings,93230,5F
10857,264706,Tony L. Lopes Dairy LP,37.1728,-120.9884,27607 West Bunker Road,Gustine,Merced,95322,5S
10858,264708,Tony Meirinho and Sons Dairy #1,37.6592,-121.1441,1685 Dunn Road,Modesto,Stanislaus,95358,5S
10859,264710,Rainimade Dairy #1,36.4003,-119.2959,33640 Road 124,Visalia,Tulare,93291,5F
10860,264715,Fernridge Farms,36.1523,-119.3116,11679 Avenue 200,Tulare,Tulare,93274,5F
10861,264716,Pires Dairy,38.2043,-121.1516,23800 Jack Tone Road,Acampo,San Joaquin,95220,5S
10862,264719,Mike Jackson Farms,36.4712,-119.6644,7530 East Davis Avenue,Selma,Fresno,93662,5F
11906,264813,"Toste, Orlando",38.3436,-121.4013,11396  Carroll Road,Elk Grove,Sacramento,95757,5S
11812,266365,Philip Verwey Farms,36.8071,-120.4261,35253 West Shaw Avenue,Firebaugh,Fresno,93622,5F
